,step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
4529667,326,16388.49,0.0,0.0,631444.41,647832.91,0,0,1,0,0,0
3115586,236,189081.39,1759212.66,1948294.05,1291873.19,1102791.8,0,1,0,0,0,0
1561175,155,155522.16,142.0,0.0,0.0,155522.16,0,0,1,0,0,0
3336703,253,6139.94,160444.42,154304.48,0.0,0.0,0,0,0,0,1,0
946731,44,6526.27,504443.0,497916.73,0.0,0.0,0,0,0,0,1,0
2669025,210,74756.86,0.0,0.0,404918.19,479675.05,0,0,1,0,0,0
1439256,140,22993.38,0.0,0.0,158747.41,181740.79,0,0,1,0,0,0
3704620,277,165356.42,0.0,0.0,884865.68,1050222.11,0,0,1,0,0,0
3958279,288,60836.5,473415.63,534252.13,308632.88,247796.38,0,1,0,0,0,0
323264,16,261460.03,7131997.97,7393457.99,563733.47,703277.02,0,1,0,0,0,0
138790,11,176662.1,9016.0,0.0,0.0,535933.16,0,0,1,0,0,0
3843635,282,265195.74,12053.0,0.0,11037.23,276232.97,0,0,1,0,0,0
5829439,402,117709.4,0.0,0.0,311729.8,429439.2,0,0,1,0,0,0
1686547,159,2534.16,70437.0,67902.84,0.0,0.0,0,0,0,0,1,0
4881362,348,192272.37,100034.0,0.0,85534.77,277807.14,0,0,1,0,0,0
2334207,188,6352.09,26753.0,20400.91,0.0,0.0,0,0,0,0,1,0
2156618,184,18650.55,0.0,0.0,894303.75,912954.3,0,0,1,0,0,0
5611601,394,41233.15,951010.25,992243.4,1613317.38,1572084.23,0,1,0,0,0,0
648015,35,686946.45,49684.0,0.0,663799.3,2323028.21,0,0,0,0,0,1
4224618,306,20307.28,72155.0,51847.72,0.0,0.0,0,0,0,0,1,0
712503,37,30463.37,33352.0,2888.63,0.0,0.0,0,0,0,0,1,0
3295690,252,68518.77,0.0,0.0,1444682.77,1513201.54,0,0,1,0,0,0
4455926,323,524006.42,10802.0,0.0,712441.43,1236447.85,0,0,1,0,0,0
1771807,162,92645.36,221685.0,129039.64,0.0,346009.93,0,0,1,0,0,0
4677862,331,268227.2,2821149.16,3089376.36,8426585.64,8158358.44,0,1,0,0,0,0
5079572,355,737615.87,10323.0,0.0,207952.67,945568.53,0,0,0,0,0,1
301659,15,87750.64,145594.0,233344.64,0.0,0.0,0,1,0,0,0,0
5327239,374,12881.44,1024.0,0.0,0.0,0.0,0,0,0,0,1,0
4540425,326,19300.99,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5715246,398,72677.89,14455995.9,14528673.79,901100.97,828423.08,0,1,0,0,0,0
940087,43,37597.78,0.0,0.0,2179894.03,2217491.81,0,0,1,0,0,0
2879680,228,71709.67,16762.0,0.0,219797.6,291507.27,0,0,1,0,0,0
5472932,379,221587.34,99959.0,321546.34,0.0,0.0,0,1,0,0,0,0
1217259,133,899.27,20364.68,19465.41,0.0,0.0,0,0,0,0,1,0
1475569,141,444161.2,1531.0,0.0,3516889.68,3961050.88,0,0,0,0,0,1
430410,18,89585.39,3336272.13,3425857.52,244885.88,155300.5,0,1,0,0,0,0
1495339,142,254478.61,0.0,0.0,14636320.38,14890798.99,0,0,1,0,0,0
5642243,396,675205.38,254554.56,0.0,769086.59,1444291.98,0,0,0,0,0,1
2773846,213,3483.07,34873.0,31389.93,0.0,0.0,0,0,0,0,1,0
3957130,288,438988.98,0.0,0.0,477022.57,916011.55,0,0,1,0,0,0
3761179,279,7921.07,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2776116,214,4587.25,90515.0,85927.75,0.0,0.0,0,0,0,0,1,0
3598732,263,7130.27,13816.0,6685.73,0.0,0.0,0,0,0,0,1,0
4935783,350,5391986.25,0.0,0.0,5763220.63,11155206.88,0,0,0,0,0,1
6317371,687,209534.61,0.0,0.0,247073.93,456608.54,0,0,1,0,0,0
6332304,690,2864.65,451.0,0.0,0.0,0.0,0,0,0,0,1,0
5842752,402,16257.56,27639.66,11382.1,0.0,0.0,0,0,0,0,1,0
3448223,257,30140.33,1982850.96,2012991.29,4384827.02,4354686.69,0,1,0,0,0,0
5244426,371,19569.22,0.0,0.0,0.0,0.0,0,0,0,0,1,0
873868,42,18858.96,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5941276,404,100353.11,2324058.38,2424411.49,301361.1,201007.99,0,1,0,0,0,0
5381324,376,4204.85,192377.0,188172.15,0.0,0.0,0,0,0,0,1,0
4410675,322,76523.0,29823.0,106346.0,76596.06,73.06,0,1,0,0,0,0
6050363,493,12074.24,43662.17,31587.93,0.0,0.0,0,0,0,0,1,0
1401128,139,119137.99,55353.0,0.0,0.0,119137.99,0,0,1,0,0,0
2267486,187,210117.66,48886.0,0.0,0.0,210117.66,0,0,1,0,0,0
4802224,346,210776.31,32425.44,0.0,537916.11,748692.42,0,0,1,0,0,0
4075658,301,280832.32,21874.0,302706.32,1182054.76,901222.44,0,1,0,0,0,0
3045921,234,15451.31,3936.59,0.0,0.0,0.0,0,0,0,0,1,0
166615,12,189727.62,10903683.86,11093411.49,282840.0,93112.38,0,1,0,0,0,0
103826,10,1135.22,827.0,0.0,0.0,0.0,0,0,0,0,1,0
6083555,522,6100.59,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5962030,406,19085.89,33721.0,14635.11,0.0,0.0,0,0,0,0,1,0
3822620,282,133032.55,53660.0,0.0,0.0,133032.55,0,0,1,0,0,0
6039623,483,54191.78,6345101.09,6399292.87,67063.92,12872.13,0,1,0,0,0,0
5386342,376,245810.49,1252.0,0.0,1099045.16,1344855.64,0,0,1,0,0,0
3772899,280,305748.66,23448144.83,23753893.48,1640103.26,1288268.27,0,1,0,0,0,0
1848061,163,60926.98,14136.0,75062.98,2245437.36,2184510.38,0,1,0,0,0,0
2031323,180,2311.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4099544,301,23893.18,5127.0,0.0,0.0,0.0,0,0,0,0,1,0
3416234,256,4347.3,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2288688,187,222312.62,0.0,0.0,1636959.28,1859271.9,0,0,1,0,0,0
5856039,402,20398.72,95147.0,74748.28,0.0,0.0,0,0,0,0,1,0
5338060,374,9244.74,212421.36,203176.62,0.0,0.0,0,0,0,0,1,0
6038024,478,11438.47,7702.0,0.0,0.0,0.0,0,0,0,0,1,0
5361414,375,118776.92,21075.0,0.0,177567.45,296344.37,0,0,1,0,0,0
1428507,139,363990.22,0.0,0.0,2567138.38,2931128.6,0,0,1,0,0,0
3385540,255,24105.63,21850.0,0.0,0.0,0.0,0,0,0,0,1,0
5488202,380,10267.9,40006.0,29738.1,0.0,0.0,0,0,0,0,1,0
429906,18,20811.13,14240516.11,14261327.24,85680.96,64869.83,0,1,0,0,0,0
4948582,351,9529.51,3062.0,0.0,0.0,0.0,0,0,0,0,1,0
5502727,380,49656.1,15595.0,65251.1,720021.17,670365.07,0,1,0,0,0,0
4714711,332,18218.76,320451.27,302232.51,0.0,0.0,0,0,0,0,1,0
3247020,250,441591.54,21114.0,0.0,38549.35,480140.89,0,0,1,0,0,0
521703,20,424616.47,1252278.21,1676894.68,6856633.79,6582977.65,0,1,0,0,0,0
938714,43,2215178.85,0.0,0.0,4383700.95,6598879.8,0,0,0,0,0,1
3072860,235,3944.52,0.0,0.0,0.0,0.0,0,0,0,0,1,0
6314626,687,107948.04,16493.0,0.0,0.0,107948.04,0,0,0,0,0,1
5197289,369,113447.59,0.0,0.0,1293861.79,1407309.37,0,0,1,0,0,0
5730130,399,28281.58,0.0,0.0,1208292.14,1236573.72,0,0,1,0,0,0
1232709,134,375294.93,11218.0,0.0,2511159.78,2886454.71,0,0,1,0,0,0
1875747,164,28187.69,22765.04,0.0,0.0,0.0,0,0,0,0,1,0
2996939,232,6531.07,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3406885,255,8197.06,107297.43,99100.37,0.0,0.0,0,0,0,0,1,0
1760465,161,31407.05,4265800.14,4297207.19,1650950.8,1619543.75,0,1,0,0,0,0
4898955,349,412367.18,0.0,0.0,3431557.54,3843924.73,0,0,1,0,0,0
5992053,420,86511.49,843356.43,756844.94,89948.97,176460.45,0,0,1,0,0,0
5215124,370,312326.37,0.0,0.0,4728424.61,5040750.99,0,0,1,0,0,0
123080,11,1395523.11,765455.68,0.0,1888219.43,3283742.55,0,0,0,0,0,1
1622837,157,362535.68,50200.0,0.0,0.0,362535.68,0,0,1,0,0,0
1748599,161,79320.58,17778584.34,17857904.92,4570498.49,4491177.91,0,1,0,0,0,0
1538207,154,21442.0,0.0,0.0,575814.77,597256.77,0,0,0,0,0,1
6222644,590,144473.64,568000.0,423526.36,0.0,144473.64,0,0,1,0,0,0
6035555,476,12147.85,177.0,0.0,0.0,0.0,0,0,0,0,1,0
2985136,231,369601.18,1050.0,0.0,0.0,369601.18,0,0,0,0,0,1
5037505,354,397636.17,35563.0,433199.17,39679.83,0.0,0,1,0,0,0,0
1186425,132,16840.5,555421.75,538581.24,0.0,0.0,0,0,0,0,1,0
3654311,275,605610.46,39071.0,0.0,0.0,605610.46,0,0,0,0,0,1
5731661,399,1997822.24,82419.0,0.0,3616135.15,5613957.39,0,0,0,0,0,1
5222219,370,21129.43,0.0,0.0,5025323.66,5046453.09,0,0,1,0,0,0
4623788,329,8395.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2104375,183,322394.44,618.0,323012.44,27624.0,4475830.38,0,1,0,0,0,0
1567017,155,69899.03,0.0,0.0,644702.1,467069.53,0,0,1,0,0,0
4997618,352,398036.38,685.0,0.0,82697.07,480733.45,0,0,1,0,0,0
3094424,235,3141.13,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2516703,205,225609.71,14987.87,240597.58,8671568.75,8445959.05,0,1,0,0,0,0
1199093,133,22586.45,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4306667,307,487130.24,912800.24,1399930.47,535064.99,47934.76,0,1,0,0,0,0
2150367,184,49330.61,10100.0,59430.61,0.0,0.0,0,1,0,0,0,0
2789488,215,100035.28,6095229.51,6195264.79,1864854.77,1764819.49,0,1,0,0,0,0
1545465,154,316425.49,33201.0,0.0,7793.0,324218.49,0,0,0,0,0,1
197764,13,10657.96,0.0,0.0,0.0,0.0,0,0,0,0,1,0
140230,11,3886.62,67042.16,63155.54,0.0,0.0,0,0,0,0,1,0
3817034,281,115371.21,0.0,0.0,4282140.63,4397511.84,0,0,1,0,0,0
3744981,279,219306.36,25615.0,0.0,0.0,219306.36,0,0,1,0,0,0
2624816,208,14039.54,143403.61,129364.07,0.0,0.0,0,0,0,0,1,0
972835,44,148058.26,29970.0,0.0,0.0,148058.26,0,0,1,0,0,0
3959984,290,957.35,425.0,0.0,189207.44,190164.79,0,0,0,1,0,0
911249,43,475574.67,115626.0,0.0,8998992.61,9474567.29,0,0,0,0,0,1
4123143,302,340507.21,2628998.34,2969505.55,830693.43,490186.21,0,1,0,0,0,0
5821390,402,17122.54,0.0,0.0,0.0,0.0,0,0,0,0,1,0
729251,37,26012.95,20218.0,0.0,0.0,0.0,0,0,0,0,1,0
2036276,180,120359.28,11316.0,131675.28,5556747.46,5503345.79,0,1,0,0,0,0
4135055,303,3346.83,33494.0,30147.17,5572965.16,5576311.99,0,0,0,1,0,0
6023561,469,253230.51,0.0,0.0,519046.86,772277.37,0,0,0,0,0,1
1943025,177,471933.69,982677.0,510743.31,548158.68,1020092.37,0,0,1,0,0,0
2358063,190,4737.83,20968.0,16230.17,0.0,0.0,0,0,0,0,1,0
968623,44,10937.5,20201.0,9263.5,0.0,0.0,0,0,0,0,1,0
6130975,542,329467.01,1020967.74,1350434.75,5840573.36,5511106.35,0,1,0,0,0,0
1988775,179,380811.88,0.0,0.0,695659.26,1076471.14,0,0,0,0,0,1
3312837,252,310263.13,581.0,0.0,0.0,310263.13,0,0,1,0,0,0
2394113,201,8087.49,5804.0,0.0,0.0,0.0,0,0,0,0,1,0
5031477,354,23733.66,12252.0,35985.66,379226.82,355493.16,0,1,0,0,0,0
2055621,181,571690.96,161919.0,0.0,1196302.24,1767993.2,0,0,1,0,0,0
1047957,95,223593.75,52082.0,0.0,235469.59,459063.33,0,0,1,0,0,0
3428805,256,31706.97,1754870.3,1786577.27,217752.83,186045.86,0,1,0,0,0,0
2494948,204,160512.29,6710.0,167222.29,0.0,0.0,0,1,0,0,0,0
2558221,206,189383.08,55445.0,0.0,2196176.25,2385559.34,0,0,1,0,0,0
4573539,328,15287.39,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4269720,307,18398.75,1734.0,0.0,0.0,0.0,0,0,0,0,1,0
2601902,208,237.21,139100.0,138862.79,0.0,0.0,0,0,0,0,1,0
4859035,348,84092.23,0.0,0.0,6091934.98,6176027.21,0,0,1,0,0,0
3418927,256,197790.84,13118980.4,13316771.24,381740.0,183949.16,0,1,0,0,0,0
1925272,167,2100.54,2392.72,292.19,0.0,0.0,0,0,0,0,1,0
321848,16,369913.12,259.0,370172.12,3279299.01,3326551.04,0,1,0,0,0,0
3294904,252,2046.21,358682.43,356636.23,0.0,0.0,0,0,0,0,1,0
695409,36,379873.71,34282.0,0.0,86602.38,466476.09,0,0,1,0,0,0
1888503,164,1894.84,40658.0,38763.16,0.0,0.0,0,0,0,0,1,0
2900799,228,51420.01,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2196707,185,25985.81,366.0,0.0,0.0,0.0,0,0,0,0,1,0
4304560,307,135852.33,100142.0,0.0,194713.16,330565.49,0,0,1,0,0,0
4087184,301,141928.69,154275.0,296203.69,48192.35,0.0,0,1,0,0,0,0
4287966,307,21461.74,599921.2,578459.47,290032.5,311494.24,0,0,1,0,0,0
4452967,323,461978.56,368964.0,0.0,1754722.43,2216701.0,0,0,1,0,0,0
2888125,228,119690.71,0.0,0.0,5210293.21,5329983.92,0,0,1,0,0,0
5947721,405,118799.9,0.0,0.0,292990.26,411790.16,0,0,1,0,0,0
3114169,236,25493.54,172347.13,146853.59,0.0,0.0,0,0,0,0,1,0
5743591,399,38748.01,1567188.51,1605936.51,221744.17,182996.16,0,1,0,0,0,0
3490762,258,130080.52,2010.0,0.0,4999092.97,5129173.49,0,0,0,0,0,1
3858848,283,2083.14,298264.0,296180.86,0.0,0.0,0,0,0,0,1,0
156335,12,6223.31,10780.0,4556.69,0.0,0.0,0,0,0,0,1,0
6330853,690,621018.97,0.0,0.0,743764.07,1364783.04,0,0,0,0,0,1
376659,17,469936.49,5694186.78,6164123.27,6556691.1,6086754.61,0,1,0,0,0,0
699020,36,183418.05,0.0,0.0,9316043.88,9499461.92,0,0,1,0,0,0
3070021,235,61637.16,20273.0,81910.16,405317.92,343680.76,0,1,0,0,0,0
517656,20,149887.63,14215423.25,14365310.87,2372872.11,2222984.48,0,1,0,0,0,0
71970,9,22783.82,0.0,0.0,182660.8,327793.69,0,0,1,0,0,0
4151601,303,41627.89,0.0,0.0,1665646.46,1707274.35,0,0,1,0,0,0
2545131,206,922131.28,0.0,0.0,29170217.68,30092348.96,0,0,0,0,0,1
2493122,204,430013.15,131178.18,0.0,2594797.18,3024810.33,0,0,1,0,0,0
3351804,253,19776.38,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5041546,354,52923.1,30080.0,0.0,1253401.48,1306324.58,0,0,1,0,0,0
1163193,132,36582.75,9145223.32,9181806.08,107472.77,70890.02,0,1,0,0,0,0
2885548,228,4720.82,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1313371,136,22389.68,0.0,0.0,323509.82,345899.49,0,0,1,0,0,0
6092873,522,7291.25,605793.0,598501.75,0.0,7291.25,0,0,1,0,0,0
1210273,133,86564.92,0.0,0.0,580324.92,666889.85,0,0,1,0,0,0
1160560,131,8042.75,83352.3,75309.55,0.0,0.0,0,0,0,0,1,0
4962736,351,211610.75,903706.69,1115317.44,460500.72,248889.97,0,1,0,0,0,0
292437,15,1502.74,186107.69,184604.95,0.0,0.0,0,0,0,0,1,0
691660,36,394374.99,50740.0,0.0,327982.48,722357.46,0,0,1,0,0,0
5538434,382,4809.99,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2527562,205,95803.29,0.0,0.0,347108.2,442911.5,0,0,1,0,0,0
2724300,211,53722.06,730946.0,677223.94,0.0,53722.06,0,0,1,0,0,0
1794428,162,312664.13,31968.0,344632.13,49643.74,0.0,0,1,0,0,0,0
319489,16,158021.21,994.0,159015.21,0.0,0.0,0,1,0,0,0,0
5267160,372,208889.75,102450.0,311339.75,0.0,0.0,0,1,0,0,0,0
6361079,717,41229.94,138394.0,179623.94,253064.09,211834.15,0,1,0,0,0,0
2065097,181,273422.62,0.0,0.0,1497588.4,1771011.02,0,0,1,0,0,0
227660,14,9806.69,202457.0,192650.31,0.0,0.0,0,0,0,0,1,0
4159762,304,5250200.23,90611.0,0.0,0.0,5250200.23,0,0,0,0,0,1
304450,15,127435.83,144646.0,272081.83,41192.93,0.0,0,1,0,0,0,0
5504785,380,142727.04,0.0,0.0,768023.02,910750.06,0,0,1,0,0,0
1705500,160,30026.7,8614169.02,8644195.72,4142605.29,4112578.59,0,1,0,0,0,0
4138038,303,57498.56,7819405.72,7876904.28,2340978.4,2283479.84,0,1,0,0,0,0
617624,34,34038.88,0.0,0.0,1590003.47,1624042.35,0,0,1,0,0,0
5361942,375,67933.99,12901.0,0.0,0.0,67933.99,0,0,1,0,0,0
5958595,405,139177.51,0.0,0.0,334051.02,473228.53,0,0,1,0,0,0
3827811,282,264185.18,17134.0,0.0,0.0,264185.18,0,0,1,0,0,0
2218517,186,3037.5,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4738489,332,182197.28,10458.0,192655.28,1837087.14,1654889.87,0,1,0,0,0,0
2643385,209,29557.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5191113,369,58549.68,18934.0,0.0,331690.88,390240.56,0,0,1,0,0,0
3182344,239,213966.05,5822006.76,6035972.81,2927991.99,2714025.94,0,1,0,0,0,0
1609756,156,17847.32,0.0,0.0,0.0,0.0,0,0,0,0,1,0
995155,45,64246.7,0.0,0.0,143438.39,207685.09,0,0,1,0,0,0
4507713,325,603060.34,11394.0,0.0,489183.15,1092243.48,0,0,1,0,0,0
1948939,177,69730.66,181.0,0.0,3337376.84,3407107.5,0,0,1,0,0,0
806026,40,4987.28,210303.78,205316.5,0.0,0.0,0,0,0,0,1,0
597550,33,7779.3,108542.0,100762.7,0.0,0.0,0,0,0,0,1,0
2824950,226,62915.37,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4993145,352,28698.74,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2156657,184,113905.9,0.0,0.0,579918.75,693824.65,0,0,1,0,0,0
4868115,348,847157.47,0.0,0.0,1357867.15,2205024.62,0,0,0,0,0,1
439611,18,25547.19,0.0,0.0,257229.35,19994.97,0,0,1,0,0,0
5811358,401,176759.25,2085.0,0.0,37522.26,214281.51,0,0,1,0,0,0
5770590,400,22236.62,11007.0,0.0,0.0,0.0,0,0,0,0,1,0
3572181,261,14321.51,254662.0,240340.49,0.0,0.0,0,0,0,0,1,0
4353961,309,10403.93,0.0,0.0,34573.57,44977.51,0,0,1,0,0,0
2014334,180,15063.38,34210.0,19146.62,0.0,0.0,0,0,0,0,1,0
5346754,375,24058.16,589.34,0.0,0.0,0.0,0,0,0,0,1,0
965119,44,3906.26,123866.0,119959.74,0.0,0.0,0,0,0,0,1,0
6014226,449,13329.32,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3736227,278,7657.37,99910.0,92252.63,0.0,0.0,0,0,0,0,1,0
989494,45,56836.93,9131.0,0.0,0.0,56836.93,0,0,1,0,0,0
1475755,141,49992.53,0.0,0.0,493593.7,543586.22,0,0,0,0,0,1
5403678,377,144467.08,120577.0,265044.08,1887989.85,1743522.78,0,1,0,0,0,0
4517516,325,1209395.35,137029.0,0.0,0.0,1209395.35,0,0,0,0,0,1
1643543,157,104049.74,2537696.02,2641745.77,1164046.63,784716.38,0,1,0,0,0,0
3789281,280,132234.71,149189.0,16954.29,1262310.19,1394544.9,0,0,1,0,0,0
5143182,356,85376.28,31311.0,0.0,0.0,85376.28,0,0,1,0,0,0
4484461,324,313242.32,0.0,0.0,693694.35,1006936.66,0,0,1,0,0,0
2405295,202,197195.24,131961.0,0.0,403796.08,600991.32,0,0,1,0,0,0
4460930,323,210704.3,26649.0,237353.3,247558.43,36854.12,0,1,0,0,0,0
2932976,229,625623.38,0.0,0.0,2191777.15,2817400.54,0,0,0,0,0,1
5420177,378,34917.73,162925.24,128007.51,0.0,0.0,0,0,0,0,1,0
2153299,184,215564.01,6167.0,221731.01,1030419.46,814855.45,0,1,0,0,0,0
3272747,251,43458.1,30593.0,0.0,0.0,0.0,0,0,0,0,1,0
3026362,233,98859.36,45483.0,0.0,0.0,98859.36,0,0,1,0,0,0
2389292,201,12476.38,151979.52,139503.13,0.0,0.0,0,0,0,0,1,0
6027461,471,15530.29,103761.0,88230.71,0.0,0.0,0,0,0,0,1,0
4785140,338,6836.52,44603.0,37766.48,2481471.89,2488308.4,0,0,0,1,0,0
4171372,304,2718.02,41947.0,39228.98,0.0,0.0,0,0,0,0,1,0
3560472,260,537535.17,0.0,0.0,6089287.15,6626822.32,0,0,0,0,0,1
3057224,234,9932.85,2695.0,0.0,43323.16,53256.01,0,0,1,0,0,0
4684306,331,109487.31,4834391.04,4943878.35,360254.34,250767.03,0,1,0,0,0,0
4983166,352,106080.8,186727.0,80646.2,160803.88,266884.68,0,0,1,0,0,0
2184979,185,28457.14,11509.0,0.0,0.0,0.0,0,0,0,0,1,0
2550917,206,9920.02,6624.13,0.0,0.0,0.0,0,0,0,0,1,0
83138,10,270638.28,345699.31,75061.03,961731.26,860319.37,0,0,1,0,0,0
3209764,249,118586.79,7196362.02,7314948.81,171163.32,52576.53,0,1,0,0,0,0
3922148,285,19950.79,205356.07,185405.28,0.0,0.0,0,0,0,0,1,0
4330044,308,127399.2,105261.0,232660.2,123297.56,0.0,0,1,0,0,0,0
2642462,209,421407.69,0.0,0.0,800705.09,1222112.77,0,0,1,0,0,0
2854613,227,167340.44,76421.0,243761.44,0.0,0.0,0,1,0,0,0,0
2169030,185,348675.64,0.0,0.0,403890.57,752566.21,0,0,0,0,0,1
6327849,688,20623.95,30278.0,9654.05,0.0,0.0,0,0,0,0,1,0
1998441,179,375997.96,29931.0,0.0,942833.92,1318831.88,0,0,1,0,0,0
5529565,381,195130.82,0.0,0.0,1067799.63,1262930.45,0,0,1,0,0,0
367549,17,247373.34,3448328.17,3695701.5,8852423.08,8605049.75,0,1,0,0,0,0
4954953,351,28694.54,111396.91,82702.36,0.0,0.0,0,0,0,0,1,0
4908044,349,58434.9,333105.0,274670.1,0.0,58434.9,0,0,1,0,0,0
2151646,184,6058.83,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3491869,258,433544.98,85452.0,518996.98,0.0,0.0,0,1,0,0,0,0
2994578,232,10317.06,2127629.75,2137946.82,86390.05,76072.98,0,1,0,0,0,0
2987780,231,2839.9,316311.19,313471.29,0.0,0.0,0,0,0,0,1,0
1115147,130,2819250.29,104.0,0.0,59594.89,2878845.18,0,0,0,0,0,1
3712063,277,84800.52,8925736.2,9010536.72,5074224.68,4989424.16,0,1,0,0,0,0
689230,36,157220.77,1637.0,0.0,412449.36,569670.13,0,0,1,0,0,0
1928274,168,389245.54,0.0,0.0,2677412.24,3066657.78,0,0,1,0,0,0
2738597,212,353997.69,49726.0,0.0,352880.82,706878.51,0,0,1,0,0,0
5941048,404,8350.19,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4031642,299,113402.25,0.0,0.0,778345.18,1283984.67,0,0,1,0,0,0
408339,18,360508.43,0.0,0.0,2990259.06,3350767.49,0,0,0,0,0,1
6012894,448,4017.05,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3868465,283,158493.12,2209103.03,2367596.14,419477.37,260984.25,0,1,0,0,0,0
3697622,277,132554.29,4691876.83,4824431.12,570222.32,291830.73,0,1,0,0,0,0
2263057,187,188348.69,54895.0,0.0,163904.16,352252.85,0,0,1,0,0,0
4958165,351,24214.68,11844.0,0.0,0.0,0.0,0,0,0,0,1,0
4927827,350,274388.65,21315.0,0.0,6428234.01,6702622.65,0,0,1,0,0,0
4795513,345,143737.56,0.0,0.0,1648778.84,1792516.4,0,0,1,0,0,0
234907,14,243805.58,0.0,0.0,2454950.55,3859793.8,0,0,1,0,0,0
2869167,227,304591.05,0.0,0.0,434969.75,739560.8,0,0,1,0,0,0
5934591,404,5394.89,253868.83,248473.95,0.0,0.0,0,0,0,0,1,0
4872867,348,160017.34,553.0,160570.34,96755.93,0.0,0,1,0,0,0,0
1019159,47,8581.96,21305.0,12723.04,0.0,0.0,0,0,0,0,1,0
5612239,395,54556.7,21122.0,75678.7,3590676.88,3536120.18,0,1,0,0,0,0
1132774,131,2800.11,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1785553,162,13123.77,0.0,0.0,0.0,0.0,0,0,0,0,1,0
4030363,299,23554.26,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3790032,280,9248.89,29993.0,20744.11,0.0,0.0,0,0,0,0,1,0
680636,36,4408.48,0.0,0.0,7932305.4,7936713.88,0,0,1,0,0,0
2446437,203,43867.57,17162.12,0.0,0.0,0.0,0,0,0,0,1,0
373890,17,100487.35,0.0,0.0,278673.94,379161.29,0,0,1,0,0,0
3890882,284,239813.41,21464.0,0.0,1003533.98,1243347.39,0,0,1,0,0,0
5233538,371,466378.91,313103.0,0.0,916626.82,1383005.73,0,0,1,0,0,0
173512,12,8000.86,0.0,0.0,0.0,0.0,0,0,0,0,1,0
292692,15,99954.97,5174.0,105128.97,0.0,0.0,0,1,0,0,0,0
1098860,130,39558.52,123346.0,83787.48,0.0,0.0,0,0,0,0,1,0
3163742,237,13024.28,30454.0,17429.72,0.0,0.0,0,0,0,0,1,0
4188681,305,410720.38,1702932.59,2113652.97,1069445.52,658725.15,0,1,0,0,0,0
40257,9,95781.1,90059.0,185840.1,0.0,0.0,0,1,0,0,0,0
3752294,279,6984.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2689700,211,242.38,5514.0,5271.62,0.0,0.0,0,0,0,0,1,0
2760061,212,95669.92,0.0,0.0,1082475.79,1178145.72,0,0,1,0,0,0
5129399,356,229749.74,0.0,0.0,1466426.12,1696175.85,0,0,1,0,0,0
5100378,355,141908.32,0.0,0.0,1333768.01,1475676.32,0,0,1,0,0,0
2250566,187,353077.57,75231.0,0.0,0.0,353077.57,0,0,1,0,0,0
5056073,354,9061.15,0.0,0.0,0.0,0.0,0,0,0,0,1,0
2409502,202,228514.13,0.0,0.0,7349623.55,7578137.68,0,0,0,0,0,1
3124506,236,6016.31,0.0,0.0,0.0,0.0,0,0,0,0,1,0
642797,35,7919.46,0.0,0.0,0.0,0.0,0,0,0,0,1,0
5099634,355,59300.25,1973365.88,2032666.13,76315.1,17014.85,0,1,0,0,0,0
30667,8,1986.69,11203.0,9216.31,1022018.68,1024005.37,0,0,0,1,0,0
2351271,189,1815.14,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1923288,167,7180.76,12469.0,5288.24,0.0,0.0,0,0,0,0,1,0
1148456,131,86060.86,1474671.28,1560732.15,365822.64,279761.78,0,1,0,0,0,0
419526,18,48111.78,7030813.01,7078924.79,1001472.79,967226.24,0,1,0,0,0,0
1020682,47,844.53,15796.0,14951.47,0.0,0.0,0,0,0,0,1,0
3491026,258,12050.02,10729.0,22779.02,729658.17,717608.15,0,1,0,0,0,0
5532103,381,242079.8,0.0,0.0,1282297.21,1524377.01,0,0,0,0,0,1
2458730,203,981740.92,0.0,0.0,1087817.19,2069558.11,0,0,0,0,0,1
